index,父微博用户ID,count,total,percent,followers,root,CphsI
1.0,58e0de5396d44f85c178d7e6f4114fdb,130,130,100.0,44,58e0de5396d44f85c178d7e6f4114fdb,1.0
1.0,59201a4cb94b46ae9ef8a16b9cdec55e,3641,4747,76.70107436275542,553,59201a4cb94b46ae9ef8a16b9cdec55e,167.1564403829417
2.0,51e76121da372c9271062baa298b8863,238,4747,5.013692858647566,1605,59201a4cb94b46ae9ef8a16b9cdec55e,10.926457789382072
3.0,d2ad3981f3c1bb2873101010c66d6d52,117,4747,2.464714556562039,1946,59201a4cb94b46ae9ef8a16b9cdec55e,5.3714099216710185
4.0,2e59c64a49736a5b5647f41eec9be686,88,4747,1.853802401516748,128,59201a4cb94b46ae9ef8a16b9cdec55e,4.040034812880766
5.0,cf949cfb65257a8c6010b4173f13a7d6,37,4747,0.7794396460922688,1463,59201a4cb94b46ae9ef8a16b9cdec55e,1.698651000870322
6.0,6e15f1bb4153d5761b721f261f0699e4,30,4747,0.6319780914261639,177,59201a4cb94b46ae9ef8a16b9cdec55e,1.377284595300261
7.0,0641ed991795a40fa273f227b071a216,27,4747,0.5687802822835475,291,59201a4cb94b46ae9ef8a16b9cdec55e,1.239556135770235
1.0,43a971db6364c4ed7cd101feca243600,4567,5038,90.6510520047638,31088,43a971db6364c4ed7cd101feca243600,128.01154163231655
1.0,14baec16e62afaf8aac187f828122d21,3243,6652,48.75225496091401,3027,14baec16e62afaf8aac187f828122d21,298.2068965517241
2.0,e44f5031859d309f3353d2874ffa7192,266,6652,3.998797354179194,2193,14baec16e62afaf8aac187f828122d21,24.45977011494253
3.0,e61671ae6229fd2e329abffb1fab99a3,207,6652,3.111846061334937,1999,14baec16e62afaf8aac187f828122d21,19.03448275862069
4.0,269514e3919489d4991aa60aa5b50574,171,6652,2.5706554419723378,1486,14baec16e62afaf8aac187f828122d21,15.724137931034482
5.0,0f5dd75fa2ed482523b629b5f83e4ac1,126,6652,1.8941671677690917,706,14baec16e62afaf8aac187f828122d21,11.586206896551724
6.0,06e1bebf7d92e41093c20917656f1eba,97,6652,1.4582080577269994,1742,14baec16e62afaf8aac187f828122d21,8.919540229885058
7.0,6f592f017deedd81889f8bff61c75db5,79,6652,1.1876127480457006,386,14baec16e62afaf8aac187f828122d21,7.264367816091954
8.0,87a1ff5a60a23251ce64abfa2374afc9,66,6652,0.9921828021647624,131,14baec16e62afaf8aac187f828122d21,6.068965517241379
9.0,32513335e97e6d5161b1115b5937827d,58,6652,0.8719182200841852,146,14baec16e62afaf8aac187f828122d21,5.333333333333333
10.0,cad59422d0843f756f7e04b0925dcb5b,54,6652,0.8117859290438966,41,14baec16e62afaf8aac187f828122d21,4.9655172413793105
11.0,191847c2b9342d87ff5693fd22d7b6be,46,6652,0.6915213469633193,236,14baec16e62afaf8aac187f828122d21,4.2298850574712645
12.0,ff9364be5d4ec20fe38108ebc96d9671,35,6652,0.5261575466025256,190,14baec16e62afaf8aac187f828122d21,3.218390804597701
13.0,8120df4b18e75c1113b9f25b7050d57d,33,6652,0.4960914010823813,160,14baec16e62afaf8aac187f828122d21,3.0344827586206895
14.0,731e0e5494614166df82a85ca9e1234a,32,6652,0.4810583283223091,245,14baec16e62afaf8aac187f828122d21,2.942528735632184
15.0,47a449af51bec35db6a43c33a788e8fe,29,6652,0.4359591100420926,233,14baec16e62afaf8aac187f828122d21,2.6666666666666665
16.0,3a3992c9294db76c9b129bb6f867ebe1,28,6652,0.4209260372820205,169,14baec16e62afaf8aac187f828122d21,2.574712643678161
17.0,d31b5740c902262940cdd70a0ec67945,24,6652,0.3607937462417318,4,14baec16e62afaf8aac187f828122d21,2.206896551724138
18.0,4712d2eb91bb6609b3f4d24bb6861b93,22,6652,0.3307276007215875,192,14baec16e62afaf8aac187f828122d21,2.0229885057471266
19.0,172724f721d6b0eefe5f0be2ffeebbe2,21,6652,0.3156945279615153,63,14baec16e62afaf8aac187f828122d21,1.9310344827586208
20.0,3dc2d5ee3ee4587a8a274cfbc7e3c20f,17,6652,0.2555622369212267,121,14baec16e62afaf8aac187f828122d21,1.5632183908045978
21.0,f1e5f36db91f42a581e5530f545dc739,16,6652,0.2405291641611545,134,14baec16e62afaf8aac187f828122d21,1.471264367816092
22.0,b7c1eed078f1cbaea13bd18afc8f06d5,15,6652,0.2254960914010824,201,14baec16e62afaf8aac187f828122d21,1.3793103448275863
23.0,421eda4b89a19d5895363c388a02d2d9,13,6652,0.19542994588093807,49,14baec16e62afaf8aac187f828122d21,1.1954022988505748
24.0,3028d43a7e9405b53a0b25cdc02a7c5b,13,6652,0.19542994588093807,146,14baec16e62afaf8aac187f828122d21,1.1954022988505748
25.0,0ca46645b3a3ae06bf0377e26eccffe8,13,6652,0.19542994588093807,58,14baec16e62afaf8aac187f828122d21,1.1954022988505748
26.0,87e18f98449d17f86b916716c3d4634c,11,6652,0.16536380036079373,77,14baec16e62afaf8aac187f828122d21,1.0114942528735633
1.0,a8d101c2085a3ac58d9cb1029c7d6bc2,1229,2782,44.17685118619698,1564,a8d101c2085a3ac58d9cb1029c7d6bc2,137.78675029400233
2.0,6177f90a758e2e2daa117d9258e7bea1,179,2782,6.434219985621855,1477,a8d101c2085a3ac58d9cb1029c7d6bc2,20.068208545668366
3.0,3fc3e4ebf89566b4063e51b0c826a744,139,2782,4.996405463695184,988,a8d101c2085a3ac58d9cb1029c7d6bc2,15.583692669541355
4.0,030e7716671a76d35daef80682dc8766,115,2782,4.133716750539182,1155,a8d101c2085a3ac58d9cb1029c7d6bc2,12.89298314386515
5.0,eb2aad46255a5412a9754847c646d91e,98,2782,3.5226455787203457,430,a8d101c2085a3ac58d9cb1029c7d6bc2,10.987063896511172
6.0,11ddd140f0335fa89475528208fa0f15,94,2782,3.3788641265276778,445,a8d101c2085a3ac58d9cb1029c7d6bc2,10.53861230889847
7.0,ea151944121ef4b9e6ebfb3801c9ef8f,69,2782,2.480230050323508,1163,a8d101c2085a3ac58d9cb1029c7d6bc2,7.735789886319091
8.0,be351e2955488c82a832d5ef9c10b3cd,31,2782,1.1143062544931703,114,a8d101c2085a3ac58d9cb1029c7d6bc2,3.475499803998432
9.0,7447c09ce4cadb45552493a902b089ed,31,2782,1.1143062544931703,141,a8d101c2085a3ac58d9cb1029c7d6bc2,3.475499803998432
10.0,f8fcf75e00eedd3cb08e4e34b08e019c,25,2782,0.8986340762041697,803,a8d101c2085a3ac58d9cb1029c7d6bc2,2.8028224225793803
11.0,ff9364be5d4ec20fe38108ebc96d9671,17,2782,0.6110711718188354,190,a8d101c2085a3ac58d9cb1029c7d6bc2,1.9059192473539788
12.0,c3f9a3cfaf113a8e77e666aa3598d39f,17,2782,0.6110711718188354,133,a8d101c2085a3ac58d9cb1029c7d6bc2,1.9059192473539788
13.0,90e51040930c5218f65f0241454a07c3,14,2782,0.503235082674335,152,a8d101c2085a3ac58d9cb1029c7d6bc2,1.5695805566444532
14.0,fee698f738b1c28e2731c98b46435cf6,13,2782,0.4672897196261682,214,a8d101c2085a3ac58d9cb1029c7d6bc2,1.457467659741278
15.0,b5a7670dcd72b3bde6eca89ce4ec1e47,13,2782,0.4672897196261682,58,a8d101c2085a3ac58d9cb1029c7d6bc2,1.457467659741278
16.0,fde4a2babeacce2bd786c58b450a1664,12,2782,0.4313443565780015,237,a8d101c2085a3ac58d9cb1029c7d6bc2,1.3453547628381026
